explanations,datasets,attributed_fns,methods,reversed,Value
occlusion,npi,logit,contrastive,reversed,[-0.4079361  -0.99453735 -0.09185028 -0.8596802 ]
occlusion,npi,logit,baseline,original,[13.438026 33.361015  9.406853]
occlusion,npi,logit,contrastive,original,[0.00655365 2.0266113  0.23155975]
occlusion,npi,logit,contrastive,reversed,[-0.00655365 -2.0266113  -0.23155975]
occlusion,npi,logit,baseline,original,[ 2.6899567  1.5155869 16.889542 ]
occlusion,npi,logit,contrastive,original,[1.9619675 2.5941849 2.3048935]
occlusion,npi,logit,contrastive,reversed,[-1.9619675 -2.5941849 -2.3048935]
occlusion,npi,logit,baseline,original,[10.669739 43.942387 61.468956  7.690819]
occlusion,npi,logit,contrastive,original,[0.7278824 0.8267174 1.4053078 2.0175629]
occlusion,npi,logit,contrastive,reversed,[-0.7278824 -0.8267174 -1.4053078 -2.0175629]
occlusion,npi,logit,baseline,original,[ 9.402016 22.089096]
occlusion,npi,logit,contrastive,original,[1.6822205 1.6227875]
occlusion,npi,logit,contrastive,reversed,[-1.6822205 -1.6227875]
occlusion,npi,logit,baseline,original,[ 1.3662567  7.27536   19.319527   1.8357315]
occlusion,npi,logit,contrastive,original,[2.426529  1.7842865 1.0037384 2.1981964]
occlusion,npi,logit,contrastive,reversed,[-2.426529  -1.7842865 -1.0037384 -2.1981964]
occlusion,npi,logit,baseline,original,[ 0.22015381  5.233284   16.743843  ]
occlusion,npi,logit,contrastive,original,[0.52033997 0.8528671  1.9098663 ]
occlusion,npi,logit,contrastive,reversed,[-0.52033997 -0.8528671  -1.9098663 ]
occlusion,npi,logit,baseline,original,[ 5.946686 20.076195]
occlusion,npi,logit,contrastive,original,[0.10903168 0.97569275]
occlusion,npi,logit,contrastive,reversed,[-0.10903168 -0.97569275]
occlusion,npi,logit,baseline,original,[ 9.581245 39.04026  24.568085]
occlusion,npi,logit,contrastive,original,[2.3899536  0.29977417 1.3325729 ]
occlusion,npi,logit,contrastive,reversed,[-2.3899536  -0.29977417 -1.3325729 ]
occlusion,npi,logit,baseline,original,[ 8.111908 32.740494 16.133972]
occlusion,npi,logit,contrastive,original,[0.5489044  1.9215851  0.89058685]
occlusion,npi,logit,contrastive,reversed,[-0.5489044  -1.9215851  -0.89058685]
occlusion,npi,logit,baseline,original,[14.524979  12.076569  16.506805   7.9560013]
occlusion,npi,logit,contrastive,original,[0.9929733 1.219986  1.6996918 0.1267395]
occlusion,npi,logit,contrastive,reversed,[-0.9929733 -1.219986  -1.6996918 -0.1267395]
occlusion,npi,logit,baseline,original,[21.195541 23.89061  21.13681 ]
occlusion,npi,logit,contrastive,original,[1.5359344 2.071457  1.5757217]
occlusion,npi,logit,contrastive,reversed,[-1.5359344 -2.071457  -1.5757217]
occlusion,npi,logit,baseline,original,[ 1.6767654 23.323013 ]
occlusion,npi,logit,contrastive,original,[0.77770233 2.3646088 ]
occlusion,npi,logit,contrastive,reversed,[-0.77770233 -2.3646088 ]
occlusion,npi,logit,baseline,original,[ 7.108391  13.353401   8.3465805]
occlusion,npi,logit,contrastive,original,[1.368454   2.0501633  0.12213135]
occlusion,npi,logit,contrastive,reversed,[-1.368454   -2.0501633  -0.12213135]
occlusion,npi,logit,baseline,original,[ 4.757164   7.7542953 18.27211  ]
occlusion,npi,logit,contrastive,original,[0.58677673 1.5513153  0.13803864]
occlusion,npi,logit,contrastive,reversed,[-0.58677673 -1.5513153  -0.13803864]
occlusion,npi,logit,baseline,original,[12.734024 13.148499 77.7159   19.131508]
occlusion,npi,logit,contrastive,original,[1.0210495  0.85793304 0.18980408 3.3875885 ]
occlusion,npi,logit,contrastive,reversed,[-1.0210495  -0.85793304 -0.18980408 -3.3875885 ]
occlusion,npi,logit,baseline,original,[ 7.4438324 31.647026  15.558144 ]
occlusion,npi,logit,contrastive,original,[0.20215607 2.1588287  0.16443634]
occlusion,npi,logit,contrastive,reversed,[-0.20215607 -2.1588287  -0.16443634]
occlusion,npi,logit,baseline,original,[ 5.419983 29.359589 13.415962]
occlusion,npi,logit,contrastive,original,[0.23567963 2.6187744  1.4665985 ]
occlusion,npi,logit,contrastive,reversed,[-0.23567963 -2.6187744  -1.4665985 ]
occlusion,npi,logit,baseline,original,[ 5.2381897 25.350983 ]
occlusion,npi,logit,contrastive,original,[1.3646622  0.22483063]
occlusion,npi,logit,contrastive,reversed,[-1.3646622  -0.22483063]
occlusion,npi,logit,baseline,original,[ 7.69355  28.449348 35.194504 35.025406 20.794212]
occlusion,npi,logit,contrastive,original,[0.06203461 0.9132614  1.1274643  0.6060028  0.81407166]
occlusion,npi,logit,contrastive,reversed,[-0.06203461 -0.9132614  -1.1274643  -0.6060028  -0.81407166]
occlusion,npi,logit,baseline,original,[11.742439 43.304153 22.01197 ]
occlusion,npi,logit,contrastive,original,[1.0703506 2.948494  2.0427399]
occlusion,npi,logit,contrastive,reversed,[-1.0703506 -2.948494  -2.0427399]
occlusion,npi,logit,baseline,original,[ 8.329628 27.410515 11.736877]
occlusion,npi,logit,contrastive,original,[0.581604   1.9347382  0.48119354]
occlusion,npi,logit,contrastive,reversed,[-0.581604   -1.9347382  -0.48119354]
occlusion,npi,logit,baseline,original,[11.304207  6.442047 16.537575]
occlusion,npi,logit,contrastive,original,[0.85518646 1.4640274  1.5967407 ]
occlusion,npi,logit,contrastive,reversed,[-0.85518646 -1.4640274  -1.5967407 ]
occlusion,npi,logit,baseline,original,[ 0.47457886  4.5153503  18.06205     8.094406  ]
occlusion,npi,logit,contrastive,original,[0.69397736 0.5990219  0.7799988  0.13626099]
occlusion,npi,logit,contrastive,reversed,[-0.69397736 -0.5990219  -0.7799988  -0.13626099]
occlusion,npi,logit,baseline,original,[ 4.997139 33.15062 ]
occlusion,npi,logit,contrastive,original,[1.0867081  0.56591034]
occlusion,npi,logit,contrastive,reversed,[-1.0867081  -0.56591034]
occlusion,npi,logit,baseline,original,[ 0.7182236 24.754486  24.900818   5.497261 ]
occlusion,npi,logit,contrastive,original,[0.49256897 3.0528183  2.850731   2.990509  ]
occlusion,npi,logit,contrastive,reversed,[-0.49256897 -3.0528183  -2.850731   -2.990509  ]
occlusion,npi,logit,baseline,original,"[5.2611084e+00 1.7349243e-02 7.9902420e+00 1.0312988e+01 2.3504913e+01
 7.4405746e+00]"
occlusion,npi,logit,contrastive,original,[0.45402527 0.4108963  1.645256   0.27438354 0.2955551  1.1828079 ]
occlusion,npi,logit,contrastive,reversed,[-0.45402527 -0.4108963  -1.645256   -0.27438354 -0.2955551  -1.1828079 ]
occlusion,npi,logit,baseline,original,[13.869469 21.485794 59.784203  3.452774]
occlusion,npi,logit,contrastive,original,[0.6183777  0.15007019 0.29156494 3.1842422 ]
occlusion,npi,logit,contrastive,reversed,[-0.6183777  -0.15007019 -0.29156494 -3.1842422 ]
occlusion,npi,logit,baseline,original,[25.85273  30.156334]
occlusion,npi,logit,contrastive,original,[1.6857986  0.34147644]
occlusion,npi,logit,contrastive,reversed,[-1.6857986  -0.34147644]
occlusion,npi,logit,baseline,original,[ 4.286667 25.993279 10.884285]
occlusion,npi,logit,contrastive,original,[0.35485077 2.2762833  1.0902328 ]
occlusion,npi,logit,contrastive,reversed,[-0.35485077 -2.2762833  -1.0902328 ]
occlusion,npi,logit,baseline,original,[ 4.4359436 22.749733  15.158447 ]
occlusion,npi,logit,contrastive,original,[0.05889893 0.00101471 0.539711  ]
occlusion,npi,logit,contrastive,reversed,[-0.05889893 -0.00101471 -0.539711  ]
occlusion,npi,logit,baseline,original,[ 0.5070038 29.521957  17.816048 ]
occlusion,npi,logit,contrastive,original,[1.2499008  0.24119568 1.1640625 ]
occlusion,npi,logit,contrastive,reversed,[-1.2499008  -0.24119568 -1.1640625 ]
occlusion,npi,logit,baseline,original,[ 3.3227386 33.457565 ]
occlusion,npi,logit,contrastive,original,[1.0262222 1.0760651]
occlusion,npi,logit,contrastive,reversed,[-1.0262222 -1.0760651]
occlusion,npi,logit,baseline,original,[ 3.7411575 19.530075   8.959938  13.72805  ]
occlusion,npi,logit,contrastive,original,[1.7962723  0.67941284 3.1700363  0.793869  ]
occlusion,npi,logit,contrastive,reversed,[-1.7962723  -0.67941284 -3.1700363  -0.793869  ]
occlusion,npi,logit,baseline,original,[ 7.886345  7.065338 24.01477  10.341362]
occlusion,npi,logit,contrastive,original,[0.7661972  0.49689484 1.8203812  1.7141266 ]
occlusion,npi,logit,contrastive,reversed,[-0.7661972  -0.49689484 -1.8203812  -1.7141266 ]
occlusion,npi,logit,baseline,original,[ 2.2234497   7.148033    0.68704224 11.916786  ]
occlusion,npi,logit,contrastive,original,[2.6178055 2.3994293 1.2408524 2.540802 ]
occlusion,npi,logit,contrastive,reversed,[-2.6178055 -2.3994293 -1.2408524 -2.540802 ]
occlusion,npi,logit,baseline,original,[ 1.2125702 36.345863 ]
occlusion,npi,logit,contrastive,original,[0.46368408 1.7763596 ]
occlusion,npi,logit,contrastive,reversed,[-0.46368408 -1.7763596 ]
occlusion,npi,logit,baseline,original,[ 3.1520844 35.88697  ]
occlusion,npi,logit,contrastive,original,[0.05207825 0.44574738]
occlusion,npi,logit,contrastive,reversed,[-0.05207825 -0.44574738]
occlusion,npi,logit,baseline,original,[ 3.1997375   8.467262   26.980896    0.10701752]
occlusion,npi,logit,contrastive,original,[0.12417603 1.0358734  0.65249634 1.0695572 ]
occlusion,npi,logit,contrastive,reversed,[-0.12417603 -1.0358734  -0.65249634 -1.0695572 ]
occlusion,npi,logit,baseline,original,[ 9.428505 34.939316 11.761726]
occlusion,npi,logit,contrastive,original,[0.58768463 2.4095154  0.51969147]
occlusion,npi,logit,contrastive,reversed,[-0.58768463 -2.4095154  -0.51969147]
occlusion,npi,logit,baseline,original,[ 7.0786133  7.4934464 21.465218 ]
occlusion,npi,logit,contrastive,original,[0.3538971 1.5727844 1.6757965]
occlusion,npi,logit,contrastive,reversed,[-0.3538971 -1.5727844 -1.6757965]
occlusion,npi,logit,baseline,original,[ 0.9323349  2.3075714 15.410835 ]
occlusion,npi,logit,contrastive,original,[0.7546997  0.02613068 2.7709274 ]
occlusion,npi,logit,contrastive,reversed,[-0.7546997  -0.02613068 -2.7709274 ]
occlusion,npi,logit,baseline,original,[16.418667 40.20271 ]
occlusion,npi,logit,contrastive,original,[0.48234177 0.4660988 ]
occlusion,npi,logit,contrastive,reversed,[-0.48234177 -0.4660988 ]
occlusion,npi,logit,baseline,original,[ 2.0760345  8.68808   40.533943  15.706963 ]
occlusion,npi,logit,contrastive,original,[0.6045227  0.30384827 3.0150833  2.3099976 ]
occlusion,npi,logit,contrastive,reversed,[-0.6045227  -0.30384827 -3.0150833  -2.3099976 ]
occlusion,npi,logit,baseline,original,[ 8.572914 12.828285 12.32917  29.187775 10.976814]
occlusion,npi,logit,contrastive,original,[1.6674271 2.4033203 1.4031067 2.5640182 1.6503372]
occlusion,npi,logit,contrastive,reversed,[-1.6674271 -2.4033203 -1.4031067 -2.5640182 -1.6503372]
occlusion,npi,logit,baseline,original,[11.937111 41.768982 23.617462]
occlusion,npi,logit,contrastive,original,[0.01612091 1.9751053  1.4536667 ]
occlusion,npi,logit,contrastive,reversed,[-0.01612091 -1.9751053  -1.4536667 ]
occlusion,npi,logit,baseline,original,[ 0.10690308 38.423187  ]
occlusion,npi,logit,contrastive,original,[0.64198303 0.30096436]
occlusion,npi,logit,contrastive,reversed,[-0.64198303 -0.30096436]
occlusion,npi,logit,baseline,original,[ 2.0937042 26.091682 ]
occlusion,npi,logit,contrastive,original,[0.27131653 2.30764   ]
occlusion,npi,logit,contrastive,reversed,[-0.27131653 -2.30764   ]
occlusion,npi,logit,baseline,original,[ 4.777252  24.303604   7.8458557]
occlusion,npi,logit,contrastive,original,[0.7350464 1.752182  0.8118057]
occlusion,npi,logit,contrastive,reversed,[-0.7350464 -1.752182  -0.8118057]
occlusion,npi,logit,baseline,original,[ 9.22332  28.439835 12.851913]
occlusion,npi,logit,contrastive,original,[0.19574738 1.9972     0.2718811 ]
occlusion,npi,logit,contrastive,reversed,[-0.19574738 -1.9972     -0.2718811 ]
occlusion,npi,logit,baseline,original,[ 3.8005142 27.831818  15.411758 ]
occlusion,npi,logit,contrastive,original,[0.04998779 0.3852768  1.381134  ]
occlusion,npi,logit,contrastive,reversed,[-0.04998779 -0.3852768  -1.381134  ]
occlusion,npi,logit,baseline,original,[10.10984   12.088646  23.01287    1.7019272]
occlusion,npi,logit,contrastive,original,[0.7458267 1.7247238 3.9748764 0.9461975]
occlusion,npi,logit,contrastive,reversed,[-0.7458267 -1.7247238 -3.9748764 -0.9461975]
occlusion,npi,logit,baseline,original,[ 9.628296 16.926125 12.911339]
occlusion,npi,logit,contrastive,original,[0.7558212  1.9412689  0.12794495]
occlusion,npi,logit,contrastive,reversed,[-0.7558212  -1.9412689  -0.12794495]
occlusion,npi,logit,baseline,original,[ 3.8836517 23.081093  24.437546 ]
occlusion,npi,logit,contrastive,original,[1.1797943  1.3153305  0.42189026]
occlusion,npi,logit,contrastive,reversed,[-1.1797943  -1.3153305  -0.42189026]
occlusion,npi,logit,baseline,original,[ 3.0819473 13.222542  28.548027 ]
occlusion,npi,logit,contrastive,original,[1.5636902  0.12568665 1.4498062 ]
occlusion,npi,logit,contrastive,reversed,[-1.5636902  -0.12568665 -1.4498062 ]
occlusion,npi,logit,baseline,original,[13.136757 28.954735 21.785591]
occlusion,npi,logit,contrastive,original,[1.2442093  1.2927704  0.18814087]
occlusion,npi,logit,contrastive,reversed,[-1.2442093  -1.2927704  -0.18814087]
occlusion,npi,logit,baseline,original,[ 5.396576 25.219368]
occlusion,npi,logit,contrastive,original,[0.00123596 0.2589569 ]
occlusion,npi,logit,contrastive,reversed,[-0.00123596 -0.2589569 ]
occlusion,npi,logit,baseline,original,[ 8.441383  14.716042   1.9439163  7.8062744  5.2419357]
occlusion,npi,logit,contrastive,original,[0.49933624 0.18927002 0.3109436  0.30523682 1.0823364 ]
occlusion,npi,logit,contrastive,reversed,[-0.49933624 -0.18927002 -0.3109436  -0.30523682 -1.0823364 ]
occlusion,npi,logit,baseline,original,[ 3.0555267 13.3469925]
occlusion,npi,logit,contrastive,original,[0.11154938 0.6584854 ]
occlusion,npi,logit,contrastive,reversed,[-0.11154938 -0.6584854 ]
occlusion,npi,logit,baseline,original,[ 1.8018646 18.62812    5.0576706]
occlusion,npi,logit,contrastive,original,[0.90231323 1.7234726  1.3783112 ]
occlusion,npi,logit,contrastive,reversed,[-0.90231323 -1.7234726  -1.3783112 ]
occlusion,npi,logit,baseline,original,[ 3.7197266 24.832458 ]
occlusion,npi,logit,contrastive,original,[0.37918854 1.129921  ]
occlusion,npi,logit,contrastive,reversed,[-0.37918854 -1.129921  ]
occlusion,npi,logit,baseline,original,[ 8.231506 33.451942 17.788712]
occlusion,npi,logit,contrastive,original,[1.114891  3.5291367 0.3437729]
occlusion,npi,logit,contrastive,reversed,[-1.114891  -3.5291367 -0.3437729]
occlusion,npi,logit,baseline,original,[ 0.40853882  9.330467   26.820274    0.21702576]
occlusion,npi,logit,contrastive,original,[0.95545197 0.34835052 0.12957    0.7995529 ]
occlusion,npi,logit,contrastive,reversed,[-0.95545197 -0.34835052 -0.12957    -0.7995529 ]
occlusion,npi,logit,baseline,original,[18.109505  4.463478 21.929688]
occlusion,npi,logit,contrastive,original,[0.73065186 0.49246216 0.17102814]
occlusion,npi,logit,contrastive,reversed,[-0.73065186 -0.49246216 -0.17102814]
occlusion,npi,logit,baseline,original,[ 4.1697083 18.59533  ]
occlusion,npi,logit,contrastive,original,[0.0190506 0.4231491]
occlusion,npi,logit,contrastive,reversed,[-0.0190506 -0.4231491]
occlusion,npi,logit,baseline,original,[ 0.5557327 33.096176  16.229195 ]
occlusion,npi,logit,contrastive,original,[0.77854156 0.5616989  1.2226791 ]
occlusion,npi,logit,contrastive,reversed,[-0.77854156 -0.5616989  -1.2226791 ]
occlusion,npi,logit,baseline,original,[ 6.791321 33.413567]
occlusion,npi,logit,contrastive,original,[0.7305069 1.5021515]
occlusion,npi,logit,contrastive,reversed,[-0.7305069 -1.5021515]
occlusion,npi,logit,baseline,original,[12.189262   5.7326584 20.055405   3.0416946]
occlusion,npi,logit,contrastive,original,[1.0668335  1.1667252  1.0828018  0.40452576]
occlusion,npi,logit,contrastive,reversed,[-1.0668335  -1.1667252  -1.0828018  -0.40452576]
occlusion,npi,logit,baseline,original,[12.233994 37.903786 14.028503]
occlusion,npi,logit,contrastive,original,[0.6743164  2.2602692  0.41200256]
occlusion,npi,logit,contrastive,reversed,[-0.6743164  -2.2602692  -0.41200256]
occlusion,npi,logit,baseline,original,[ 3.9424057 27.94667   11.070435 ]
occlusion,npi,logit,contrastive,original,[0.67987823 0.9282532  0.9644623 ]
occlusion,npi,logit,contrastive,reversed,[-0.67987823 -0.9282532  -0.9644623 ]
occlusion,npi,logit,baseline,original,[13.470573  25.171616   5.3239746]
occlusion,npi,logit,contrastive,original,[0.09038544 4.5925446  0.6327591 ]
occlusion,npi,logit,contrastive,reversed,[-0.09038544 -4.5925446  -0.6327591 ]
occlusion,npi,logit,baseline,original,[11.497299 34.204857 17.177559]
occlusion,npi,logit,contrastive,original,[0.53170013 2.9846954  1.8903809 ]
occlusion,npi,logit,contrastive,reversed,[-0.53170013 -2.9846954  -1.8903809 ]
occlusion,npi,logit,baseline,original,[18.061272 62.54017   9.477707]
occlusion,npi,logit,contrastive,original,[1.235199  1.331562  2.7359543]
occlusion,npi,logit,contrastive,reversed,[-1.235199  -1.331562  -2.7359543]
occlusion,npi,logit,baseline,original,[ 0.36215973 19.396881   23.025658   29.425316   14.080627  ]
occlusion,npi,logit,contrastive,original,[2.5875015 1.7157822 2.2145538 3.26799   2.7412796]
occlusion,npi,logit,contrastive,reversed,[-2.5875015 -1.7157822 -2.2145538 -3.26799   -2.7412796]
occlusion,npi,logit,baseline,original,[13.687073   6.6270523 35.01999   11.233795 ]
occlusion,npi,logit,contrastive,original,[0.44109344 1.9101715  0.4038086  0.93614197]
occlusion,npi,logit,contrastive,reversed,[-0.44109344 -1.9101715  -0.4038086  -0.93614197]
occlusion,npi,logit,baseline,original,[ 9.927818  22.13192   59.48557    2.6339722]
occlusion,npi,logit,contrastive,original,[0.3459549 1.1963959 1.1829834 4.4043427]
occlusion,npi,logit,contrastive,reversed,[-0.3459549 -1.1963959 -1.1829834 -4.4043427]
occlusion,npi,logit,baseline,original,[ 5.1657715 15.81636   16.887291 ]
occlusion,npi,logit,contrastive,original,[1.2360153  0.76299286 0.06647491]
occlusion,npi,logit,contrastive,reversed,[-1.2360153  -0.76299286 -0.06647491]
occlusion,npi,logit,baseline,original,[ 1.6273422 24.95588  ]
occlusion,npi,logit,contrastive,original,[0.8002472  0.01917267]
occlusion,npi,logit,contrastive,reversed,[-0.8002472  -0.01917267]
occlusion,npi,logit,baseline,original,[13.51091  43.108948 24.361885]
occlusion,npi,logit,contrastive,original,[1.9476318 2.1982346 1.2294083]
occlusion,npi,logit,contrastive,reversed,[-1.9476318 -2.1982346 -1.2294083]
occlusion,npi,logit,baseline,original,[ 3.1193695 34.80665  ]
occlusion,npi,logit,contrastive,original,[1.2295914 2.425148 ]
occlusion,npi,logit,contrastive,reversed,[-1.2295914 -2.425148 ]
occlusion,npi,logit,baseline,original,[37.12776 33.85614]
occlusion,npi,logit,contrastive,original,[2.1003036 1.2326584]
occlusion,npi,logit,contrastive,reversed,[-2.1003036 -1.2326584]
occlusion,npi,logit,baseline,original,[10.742386 30.301971 14.090759]
occlusion,npi,logit,contrastive,original,[0.00778198 2.0053635  0.570961  ]
occlusion,npi,logit,contrastive,reversed,[-0.00778198 -2.0053635  -0.570961  ]
occlusion,npi,logit,baseline,original,[18.367638 31.721825  6.21344 ]
occlusion,npi,logit,contrastive,original,[0.8071747  0.21479797 1.8267441 ]
occlusion,npi,logit,contrastive,reversed,[-0.8071747  -0.21479797 -1.8267441 ]
occlusion,npi,logit,baseline,original,[ 4.0140305  3.3654938  5.5753937  5.2603607 41.230125  18.761902 ]
occlusion,npi,logit,contrastive,original,[0.95656586 0.7652817  2.1988297  1.0696793  2.5593033  1.4889069 ]
occlusion,npi,logit,contrastive,reversed,[-0.95656586 -0.7652817  -2.1988297  -1.0696793  -2.5593033  -1.4889069 ]
occlusion,npi,logit,baseline,original,[ 9.833817 10.429909  3.979065]
occlusion,npi,logit,contrastive,original,[1.6130295 2.6453094 0.7291641]
occlusion,npi,logit,contrastive,reversed,[-1.6130295 -2.6453094 -0.7291641]
occlusion,npi,logit,baseline,original,[ 8.067665 25.647476]
occlusion,npi,logit,contrastive,original,[0.4047928 2.7411652]
occlusion,npi,logit,contrastive,reversed,[-0.4047928 -2.7411652]
occlusion,npi,logit,baseline,original,[ 7.990097 39.584076 16.414284]
occlusion,npi,logit,contrastive,original,[0.0941391  3.9687958  0.75748444]
occlusion,npi,logit,contrastive,reversed,[-0.0941391  -3.9687958  -0.75748444]
occlusion,npi,logit,baseline,original,[ 7.4154663 18.437283  13.218033 ]
occlusion,npi,logit,contrastive,original,[0.02845001 0.20196915 0.8415222 ]
occlusion,npi,logit,contrastive,reversed,[-0.02845001 -0.20196915 -0.8415222 ]
occlusion,npi,logit,baseline,original,[ 4.356987 28.919777]
occlusion,npi,logit,contrastive,original,[0.5274124  0.31990814]
occlusion,npi,logit,contrastive,reversed,[-0.5274124  -0.31990814]
occlusion,npi,logit,baseline,original,[ 1.0199203 23.324753 ]
occlusion,npi,logit,contrastive,original,[0.4520874 2.4625473]
occlusion,npi,logit,contrastive,reversed,[-0.4520874 -2.4625473]
occlusion,npi,logit,baseline,original,[15.324532  7.888405 20.578178]
occlusion,npi,logit,contrastive,original,[2.0720215 2.359291  2.3331604]
occlusion,npi,logit,contrastive,reversed,[-2.0720215 -2.359291  -2.3331604]
occlusion,npi,logit,baseline,original,[ 8.238861 23.587494  8.260979]
occlusion,npi,logit,contrastive,original,[1.5634079  1.7359314  0.50559235]
occlusion,npi,logit,contrastive,reversed,[-1.5634079  -1.7359314  -0.50559235]
occlusion,npi,logit,baseline,original,[ 8.411552 33.035133 28.279053]
occlusion,npi,logit,contrastive,original,[2.26342   0.1436615 2.4390106]
occlusion,npi,logit,contrastive,reversed,[-2.26342   -0.1436615 -2.4390106]
occlusion,npi,logit,baseline,original,[17.172852 57.33099   8.654892]
occlusion,npi,logit,contrastive,original,[0.09715271 3.409172   1.6225586 ]
occlusion,npi,logit,contrastive,reversed,[-0.09715271 -3.409172   -1.6225586 ]
occlusion,npi,logit,baseline,original,[ 1.943512   4.26474   11.516663   7.2396317]
occlusion,npi,logit,contrastive,original,[2.1141815  1.5033112  0.25969696 0.7035599 ]
occlusion,npi,logit,contrastive,reversed,[-2.1141815  -1.5033112  -0.25969696 -0.7035599 ]
occlusion,npi,logit,baseline,original,[ 8.220856 30.827118 16.364456]
occlusion,npi,logit,contrastive,original,[0.23557281 2.4767838  0.03827667]
occlusion,npi,logit,contrastive,reversed,[-0.23557281 -2.4767838  -0.03827667]
occlusion,npi,logit,baseline,original,[ 4.089119 38.169716]
occlusion,npi,logit,contrastive,original,[0.81635666 0.95077515]
occlusion,npi,logit,contrastive,reversed,[-0.81635666 -0.95077515]
occlusion,npi,logit,baseline,original,[ 2.8132095 32.150223  14.399101 ]
occlusion,npi,logit,contrastive,original,[0.720253  1.0126724 1.1676025]
occlusion,npi,logit,contrastive,reversed,[-0.720253  -1.0126724 -1.1676025]
