explanations,datasets,attributed_fns,methods,reversed,Value
deeplift,npi,logit,baseline,original,[ 2.1932342 -3.8604012 13.810678 ]
deeplift,npi,logit,baseline,original,[ 8.235103 11.583688]
deeplift,npi,logit,baseline,original,[-12.853679   -7.2200875  23.29117  ]
deeplift,npi,logit,baseline,original,[10.690287   0.5674249 20.41769  ]
deeplift,npi,logit,baseline,original,[-10.239716   -6.169271    5.0046887  10.344823 ]
deeplift,npi,logit,baseline,original,[ -0.07012355 -11.092929    16.400585  ]
deeplift,npi,logit,baseline,original,[ 8.935334    0.58597434 18.543018  ]
deeplift,npi,logit,baseline,original,[ 3.813609 16.904058]
deeplift,npi,logit,baseline,original,[ 4.7994795 -4.934602   4.8550353  1.4458604 11.683813 ]
deeplift,npi,logit,baseline,original,[-1.9383326 -3.8102548 11.340059 ]
deeplift,npi,logit,baseline,original,[ 8.0440445 -3.303773   9.601087 ]
deeplift,npi,logit,baseline,original,[-13.127843    -0.06123602  30.559551  ]
deeplift,npi,logit,baseline,original,[ 0.4362054 -1.5919417  1.8195283  9.436809 ]
deeplift,npi,logit,baseline,original,[-2.4434173 17.51061  ]
deeplift,npi,logit,baseline,original,[ 1.1246963 -1.3878652 -7.9511886 18.133202 ]
deeplift,npi,logit,baseline,original,[-0.74607354 -1.8860321   2.2714643   0.9376015  -3.2309437   9.636035  ]
deeplift,npi,logit,baseline,original,[-14.68075    -1.9741217   1.9498491   5.8572235]
deeplift,npi,logit,baseline,original,[ 9.446129 24.713154]
deeplift,npi,logit,baseline,original,[ 3.2986393  9.507099  15.224329 ]
deeplift,npi,logit,baseline,original,[ 3.2838032  4.126507  21.73833  ]
deeplift,npi,logit,baseline,original,[ 4.258236  -6.7342157 14.87865  ]
deeplift,npi,logit,baseline,original,[ 5.517515 28.577118]
deeplift,npi,logit,baseline,original,[-6.4376755 -4.4906545 12.271456  17.712547 ]
deeplift,npi,logit,baseline,original,[ 3.561097  -4.493245   2.3500412 15.18054  ]
deeplift,npi,logit,baseline,original,[-5.114537  -0.5939282  4.1820183  9.982485 ]
deeplift,npi,logit,baseline,original,[5.1667523 7.452804 ]
deeplift,npi,logit,baseline,original,[ 1.4220595 32.440727 ]
deeplift,npi,logit,baseline,original,[ 2.2295609 -4.027914   5.9760957 14.312285 ]
deeplift,npi,logit,baseline,original,[-4.8281064 -2.7263474 11.817951 ]
deeplift,npi,logit,baseline,original,[0.6468585 9.579862  0.7440607]
deeplift,npi,logit,baseline,original,[-7.0497823 -1.59653   19.838469 ]
deeplift,npi,logit,baseline,original,[-7.2018623 23.003218 ]
deeplift,npi,logit,baseline,original,[-4.9865117 -4.200566   5.0956016 11.820048 ]
deeplift,npi,logit,baseline,original,"[ 7.9298335e-01 -2.7521038e+00 -5.8259964e-03  2.4261475e-02
  9.9589338e+00]"
deeplift,npi,logit,baseline,original,[-9.54173   -2.5748136  9.121356 ]
deeplift,npi,logit,baseline,original,[3.859209 8.005857]
deeplift,npi,logit,baseline,original,[ 7.3388023 23.150095 ]
deeplift,npi,logit,baseline,original,[ 0.7989781 -6.0099173 12.255192 ]
deeplift,npi,logit,baseline,original,[  5.9243593 -11.147944   16.80847  ]
deeplift,npi,logit,baseline,original,[-2.4612722  -0.27502415 12.332279  ]
deeplift,npi,logit,baseline,original,[ 4.965506   1.5982503  4.581028  15.185094 ]
deeplift,npi,logit,baseline,original,[ 5.508141   5.6832037 -2.0834079]
deeplift,npi,logit,baseline,original,[ 3.2015755 -1.1764603 27.83249  ]
deeplift,npi,logit,baseline,original,[ 9.9361725 -3.9572744 23.267504 ]
deeplift,npi,logit,baseline,original,[ 1.2476405 -3.826141  22.080992 ]
deeplift,npi,logit,baseline,original,[12.252819 36.06316 ]
deeplift,npi,logit,baseline,original,[ 1.413791  -0.7940658  6.430764   3.2037284  8.295431 ]
deeplift,npi,logit,baseline,original,[ 3.8006501 15.352798 ]
deeplift,npi,logit,baseline,original,[ 3.2327635 -7.529546  19.184904 ]
deeplift,npi,logit,baseline,original,[15.778182   3.5126152]
deeplift,npi,logit,baseline,original,[ 6.6660547  1.7490063 19.039068 ]
deeplift,npi,logit,baseline,original,[ 2.2589302 -2.1101756 -4.990328  11.092375 ]
deeplift,npi,logit,baseline,original,[ 0.68633497 -6.3028994  25.761436  ]
deeplift,npi,logit,baseline,original,[ 6.252561 28.501358]
deeplift,npi,logit,baseline,original,[2.808612 7.437228 9.953615]
deeplift,npi,logit,baseline,original,[8.496893  1.7976233]
deeplift,npi,logit,baseline,original,[ 2.2923005 -4.3158894  3.2350938 18.859035 ]
deeplift,npi,logit,baseline,original,[-3.5559697 -7.805256  14.2729225]
deeplift,npi,logit,baseline,original,[ 5.1428304 -4.1321926 15.263356 ]
deeplift,npi,logit,baseline,original,[-6.8730927  1.5651188 20.819502 ]
deeplift,npi,logit,baseline,original,[ 2.0122058  0.999428  17.554573 ]
deeplift,npi,logit,baseline,original,[-5.742012   0.7926808 15.488766 ]
deeplift,npi,logit,baseline,original,[-5.6897655  -2.6421604  -0.13396043  7.0078993   6.9912095 ]
deeplift,npi,logit,baseline,original,[-13.388753   -4.5400467   1.9263536  11.844277 ]
deeplift,npi,logit,baseline,original,[ 0.4528967 -4.195497  10.30275   14.382667 ]
deeplift,npi,logit,baseline,original,[ 0.8784782 -3.7996085 28.61173  ]
deeplift,npi,logit,baseline,original,[ 5.4795647 26.116901 ]
deeplift,npi,logit,baseline,original,[-7.589551  -2.8859582 10.897603 ]
deeplift,npi,logit,baseline,original,[ 5.519544 27.466995]
deeplift,npi,logit,baseline,original,[17.888536 12.707961]
deeplift,npi,logit,baseline,original,[ 3.2432685 -1.9098277 15.191256 ]
deeplift,npi,logit,baseline,original,[-3.7510645  1.7929559  7.5369196]
deeplift,npi,logit,baseline,original,[-2.7483025  -2.0410168  -4.1526065   0.23351005  9.1419735   4.5119095 ]
deeplift,npi,logit,baseline,original,[-8.541893  -5.7669997 26.63741  ]
deeplift,npi,logit,baseline,original,[ 1.0749596 15.510049 ]
deeplift,npi,logit,baseline,original,[ 9.163864    0.25756976 11.652719  ]
deeplift,npi,logit,baseline,original,[-6.233306  1.847093 13.542871]
deeplift,npi,logit,baseline,original,[12.627133 13.690235]
deeplift,npi,logit,baseline,original,[ 9.365772 23.048128]
deeplift,npi,logit,baseline,original,[-10.76002    9.976328   5.699526]
deeplift,npi,logit,baseline,original,[-0.1759646 -4.6653905 28.016796 ]
deeplift,npi,logit,baseline,original,[ 5.0691476 -4.244711  27.124931 ]
deeplift,npi,logit,baseline,original,[-7.014239  -1.5039649 19.473875 ]
deeplift,npi,logit,baseline,original,[ 5.150701  -2.8042755  2.4049158  8.863349 ]
deeplift,npi,logit,baseline,original,[ 2.6311016 -3.7181659 13.61633  ]
deeplift,npi,logit,baseline,original,[-1.4024973e-02  2.7622343e+01]
deeplift,npi,logit,baseline,original,[ 6.992055 -5.163059 17.490784]
deeplift,npi,logit,baseline,original,[-3.7887635 41.135178 ]
deeplift,npi,logit,baseline,original,[-3.4131103  2.8784583 17.863676 ]
deeplift,npi,logit,baseline,original,[ 4.4011974 -3.1336584 23.434183 ]
deeplift,npi,logit,baseline,original,[ 3.6345782 -5.640865  21.35091  ]
deeplift,npi,logit,baseline,original,[ 8.419882   4.0577497 26.024132 ]
deeplift,npi,logit,baseline,original,[ 2.944586 31.954767]
deeplift,npi,logit,baseline,original,[-2.9677064 -3.1800582 20.060362 ]
deeplift,npi,logit,baseline,original,[ -5.664076 -10.191524  28.629505]
deeplift,npi,logit,baseline,original,[ 7.8830633  4.6496177 11.417185 ]
deeplift,npi,logit,baseline,original,[-0.1390364  3.6913428 16.855875 ]
deeplift,npi,logit,baseline,original,[-0.2594901 -4.4809585  2.6258194  9.010584 ]
deeplift,npi,logit,baseline,original,[-0.16193579 -3.2887902  17.63338   ]
deeplift,npi,logit,baseline,original,[10.620916  -2.30449   -2.1384852 -3.030827  18.947277 ]
deeplift,npi,logit,baseline,original,[-3.7466295 -3.3667028 41.387283 ]
deeplift,npi,logit,baseline,original,[ 2.6809719 -6.8776784  0.1161775 13.28632  ]
deeplift,npi,logit,baseline,original,[-0.65620506  0.43451768 14.9566    ]
deeplift,npi,logit,baseline,original,[ 9.689413 22.147787]
deeplift,npi,logit,baseline,original,[ 1.7514247  -7.4253807  -0.19005018 13.02883   ]
deeplift,npi,logit,baseline,original,[-2.2013855 -2.7652674  4.080965 ]
deeplift,npi,logit,baseline,original,[-7.216698  -2.4478164 12.848996 ]
deeplift,npi,logit,baseline,original,[ 6.744019 21.307194]
deeplift,npi,logit,baseline,original,[-6.179591 11.201044]
deeplift,npi,logit,baseline,original,[3.8873405 2.1371338]
deeplift,npi,logit,baseline,original,[  8.473658 -10.245022  19.372688  16.868189]
deeplift,npi,logit,baseline,original,[-1.0573529 -5.4400144  6.2962008 10.437267 ]
deeplift,npi,logit,baseline,original,[ 2.963392  -0.5650702 25.59851  ]
deeplift,npi,logit,baseline,original,[-4.173724 22.592335]
deeplift,npi,logit,baseline,original,[-7.1331735 23.50595  ]
deeplift,npi,logit,baseline,original,[-0.55022573 -3.8671403  19.482952  ]
deeplift,npi,logit,baseline,original,[ 0.7042922 -6.1728663 26.670801 ]
deeplift,npi,logit,baseline,original,[-5.1843605 -1.6602418  3.3833609 17.564434 ]
deeplift,npi,logit,baseline,original,[-1.6641569 -2.0489254 11.119542 ]
deeplift,npi,logit,baseline,original,[ 3.128307  -1.1060295 15.738988 ]
deeplift,npi,logit,baseline,original,[ 2.4645646 -9.512078  15.437195 ]
deeplift,npi,logit,baseline,original,[-1.4260277 -2.425513  19.313223 ]
deeplift,npi,logit,baseline,original,[ 5.23132   -5.209028   3.8712134  1.3229594 12.117017 ]
deeplift,npi,logit,baseline,original,[ 0.8159274 -4.7325115  5.191589   9.66204  ]
deeplift,npi,logit,baseline,original,[ 4.26729   -5.4851174  9.447709 ]
deeplift,npi,logit,baseline,original,[9.841277 4.941526]
deeplift,npi,logit,baseline,original,[ 9.157647  3.915172 26.084776]
deeplift,npi,logit,baseline,original,[-5.864932  -1.2507021  6.6480985 10.9338665]
deeplift,npi,logit,baseline,original,[ 6.3772197 -3.8895855 27.506256 ]
deeplift,npi,logit,baseline,original,[ 9.755494  -4.9103303  2.6933196 12.021345 ]
deeplift,npi,logit,baseline,original,[ 5.0258565  2.4390528 30.23489  ]
deeplift,npi,logit,baseline,original,[-6.049876  -4.9285345  3.712407  14.930947 ]
deeplift,npi,logit,baseline,original,[ 3.8328016 31.735435 ]
deeplift,npi,logit,baseline,original,[ 1.262362 -1.810094 11.142566]
deeplift,npi,logit,baseline,original,[ 1.5736253  -1.0644219  -0.11588717]
deeplift,npi,logit,baseline,original,[ 5.827495  -5.6404247 36.335052 ]
deeplift,npi,logit,baseline,original,[-8.89884  -3.901248 22.867682]
deeplift,npi,logit,baseline,original,[ 6.0225472 -2.8438182 -2.5977464  0.5625247 19.879343 ]
deeplift,npi,logit,baseline,original,[ 0.51520985 -6.05466    16.579845  ]
deeplift,npi,logit,baseline,original,[-6.8551373  2.5586128  4.9628544  9.71817  ]
deeplift,npi,logit,baseline,original,[ 0.31760502 -1.8693733   3.9639063  12.563908  ]
deeplift,npi,logit,baseline,original,[-1.2289029  3.4218063 17.153975 ]
deeplift,npi,logit,baseline,original,[-3.5295343   0.53728604  6.1886835 ]
deeplift,npi,logit,baseline,original,[ 5.098863 -4.165948 -9.36326  22.163616]
deeplift,npi,logit,baseline,original,[ 2.7836514  -0.03659904 14.975353  ]
deeplift,npi,logit,baseline,original,[-5.098133   3.0824132 13.069038 ]
deeplift,npi,logit,baseline,original,[ 0.4689579 16.4417   ]
deeplift,npi,logit,baseline,original,[ 3.3908381 27.646198 ]
deeplift,npi,logit,baseline,original,[ -5.664076 -10.191524  28.629505]
deeplift,npi,logit,baseline,original,[-4.0077715 -5.22843   11.700514 ]
deeplift,npi,logit,baseline,original,[ 2.1468418 24.202839 ]
deeplift,npi,logit,baseline,original,[ 9.75223  21.645111]
deeplift,npi,logit,baseline,original,[ 2.9453843  -1.4555418   1.5899003   0.53102005 -1.0486143   8.634069  ]
deeplift,npi,logit,baseline,original,[ 1.3004799 -1.1431313  4.802045  14.950676 ]
deeplift,npi,logit,baseline,original,[-9.5301075 -1.6466646  7.531075  11.056272 ]
deeplift,npi,logit,baseline,original,[-1.3506262 22.13563  ]
deeplift,npi,logit,baseline,original,[-2.2691891  2.4342158  5.515507  12.990459 ]
deeplift,npi,logit,baseline,original,[-5.166256 18.414318]
deeplift,npi,logit,baseline,original,[ 9.365772 23.048128]
deeplift,npi,logit,baseline,original,[ 3.8102603 31.621937 ]
deeplift,npi,logit,baseline,original,[-13.059309   -2.8107085  12.658783   19.741076 ]
deeplift,npi,logit,baseline,original,[-4.0308394 -2.4236887  2.8561387  9.01409  ]
deeplift,npi,logit,baseline,original,[-3.203997 -2.3266   25.769777]
deeplift,npi,logit,baseline,original,[ 2.5336027 13.055362  29.325636 ]
deeplift,npi,logit,baseline,original,[ 5.4795647 26.116901 ]
deeplift,npi,logit,baseline,original,[-2.1242785 21.29146  ]
deeplift,npi,logit,baseline,original,[ 0.13790953 29.606766  ]
deeplift,npi,logit,baseline,original,[ 5.845499  -1.5535158 30.563213 ]
deeplift,npi,logit,baseline,original,[ 9.724255 -8.131184 20.65765 ]
deeplift,npi,logit,baseline,original,[-0.6908909 16.654486 ]
deeplift,npi,logit,baseline,original,[ 2.9821086  2.6875157 -1.2784717  9.442245 ]
deeplift,npi,logit,baseline,original,[ 0.21402657  2.9401736  12.382233  ]
deeplift,npi,logit,baseline,original,[ 8.8598585 -3.7378356 14.316887 ]
deeplift,npi,logit,baseline,original,[ 5.4050756 -1.1373234 17.28898  ]
deeplift,npi,logit,baseline,original,"[-1.2707071  -2.1470597  -0.34835225  0.73543715  1.0513885   2.7728996
  5.4456835 ]"
deeplift,npi,logit,baseline,original,[3.3199317 2.3417664]
deeplift,npi,logit,baseline,original,[ 2.170033  -3.0146487 -3.5541952 16.294422 ]
deeplift,npi,logit,baseline,original,[-4.0216618  1.4756138  7.6105223]
deeplift,npi,logit,baseline,original,[-6.9707813 -3.8320823 27.416533 ]
deeplift,npi,logit,baseline,original,[ 0.6243423 -3.1365988 19.868956 ]
deeplift,npi,logit,baseline,original,[-0.3810155 -1.8199089 25.539457 ]
deeplift,npi,logit,baseline,original,[ 0.7509267 -3.953744  14.133907 ]
deeplift,npi,logit,baseline,original,[  6.704406 -16.68652   14.377607]
deeplift,npi,logit,baseline,original,[ 2.6834722  -3.0144792  -1.292074    0.46627104 16.593718  ]
deeplift,npi,logit,baseline,original,[ 3.052147 31.190245]
deeplift,npi,logit,baseline,original,[ 3.7379603   0.38154966 26.65655   ]
deeplift,npi,logit,baseline,original,[ 5.35638  28.478115]
deeplift,npi,logit,baseline,original,[-1.6401862 -3.1420982 24.944696 ]
deeplift,npi,logit,baseline,original,[11.829601 15.982943]
deeplift,npi,logit,baseline,original,[-4.191613 -8.638501 31.103207]
deeplift,npi,logit,baseline,original,[ 8.072756 -5.399734  0.813789  8.186403]
deeplift,npi,logit,baseline,original,[ 8.021248   -0.54285103 -6.4951787   4.938462  ]
deeplift,npi,logit,baseline,original,[-3.8836596  1.5035958 20.018307 ]
deeplift,npi,logit,baseline,original,[-2.901187  -1.7474022 28.245888 ]
deeplift,npi,logit,baseline,original,[-0.26269263  4.596258    1.96153    16.231342  ]
deeplift,npi,logit,baseline,original,[ 3.704736  -0.7437754 15.621921 ]
deeplift,npi,logit,baseline,original,[ 2.0413437 -1.2569535 -4.5921288  9.844987 ]
deeplift,npi,logit,baseline,original,[-5.396172   -1.7696928  -0.81751215 11.429108  ]
deeplift,npi,logit,baseline,original,[-1.9535179 -6.4896464 12.281967 ]
deeplift,npi,logit,baseline,original,[-3.981353  -3.4945595 -7.0850716 14.638807 ]
deeplift,npi,logit,baseline,original,[-3.23392   -7.3737288 -2.3598928 13.856207 ]
deeplift,npi,logit,baseline,original,[ 2.4610777  9.252999  15.304044 ]
deeplift,npi,logit,baseline,original,[ 0.989444  -3.2995367  1.3485838 12.216507 ]
deeplift,npi,logit,baseline,original,[  8.708108  -10.863565   -2.6730132  24.941246 ]
deeplift,npi,logit,baseline,original,[15.270065 -5.854581 -2.33142 ]
deeplift,npi,logit,baseline,original,[11.213328 17.15831 ]
deeplift,npi,logit,baseline,original,[ 8.675371 28.151684]
deeplift,npi,logit,baseline,original,[-8.747475   -2.3732083   0.40665233  9.910187  ]
deeplift,npi,logit,baseline,original,[-1.0751938 29.340466 ]
deeplift,npi,logit,baseline,original,[8.215883  6.2370243]
deeplift,npi,logit,baseline,original,[ 1.1810006  -3.0507371  -1.4031832   0.58120316 20.434872  ]
deeplift,npi,logit,baseline,original,[ 1.0728879 -1.0655602  1.9380109 16.980991 ]
deeplift,npi,logit,baseline,original,[-2.1770284 -3.213689  35.353256 ]
deeplift,npi,logit,baseline,original,[ 2.7057948 -5.372586   1.1481907]
deeplift,npi,logit,baseline,original,[ 3.57165   -3.5692408  3.8024275 15.389394 ]
deeplift,npi,logit,baseline,original,[-2.4307108  0.0896427  3.5475242 -2.4164724 11.595377 ]
deeplift,npi,logit,baseline,original,[ 9.893524 24.792767]
deeplift,npi,logit,baseline,original,[ 2.2565417 -7.204407   9.986291 ]
deeplift,npi,logit,baseline,original,[-0.09379986 -1.7742987  26.421223  ]
deeplift,npi,logit,baseline,original,[ -4.902374   -6.4113083 -12.750628   10.325252 ]
deeplift,npi,logit,baseline,original,[ 0.17885745 -2.7527227  20.010193  ]
deeplift,npi,logit,baseline,original,[ 1.5839565 -3.8157187 -1.4582597 -0.5339935 12.3758545]
deeplift,npi,logit,baseline,original,[  6.4033017 -12.681374   26.865368 ]
deeplift,npi,logit,baseline,original,[ 2.3029792 -2.2457013 14.481496 ]
deeplift,npi,logit,baseline,original,"[ 4.1399765  -0.32048985  1.1231312   3.4271448  -2.4405427  -2.2690318
  7.793252  ]"
deeplift,npi,logit,baseline,original,[ 0.4784661 29.631643 ]
deeplift,npi,logit,baseline,original,[ 5.9517803 -4.6567845 12.098078  30.070488 ]
deeplift,npi,logit,baseline,original,[ 0.8008088 42.17957  ]
deeplift,npi,logit,baseline,original,[ 0.4500463 -4.523063  29.7112   ]
deeplift,npi,logit,baseline,original,[-6.8124423 -3.0190694  9.727709 ]
deeplift,npi,logit,baseline,original,[-8.0409355  1.8910985 26.654003 ]
deeplift,npi,logit,baseline,original,[11.316514 -3.895088 16.398508]
deeplift,npi,logit,baseline,original,[-6.016399   0.4086581 27.369366 ]
deeplift,npi,logit,baseline,original,[ 2.1022255 -1.8144662 32.970932 ]
deeplift,npi,logit,baseline,original,[ 0.501032   -0.12198496 12.395364  ]
deeplift,npi,logit,baseline,original,[ 2.6460836 -5.76019   16.593218 ]
deeplift,npi,logit,baseline,original,[-6.7740107  7.908608  -0.5397854  4.601847 ]
deeplift,npi,logit,baseline,original,[-0.45042127 -1.38477     4.1620264   6.971868  ]
deeplift,npi,logit,baseline,original,[ 3.4655209 31.75097  ]
deeplift,npi,logit,baseline,original,[ 7.1973867  -0.94800794 13.987182  ]
deeplift,npi,logit,baseline,original,[ 3.3244925 -0.8054993 25.125145 ]
deeplift,npi,logit,baseline,original,[-5.01053   -2.896029  -2.2077498 10.233634 ]
deeplift,npi,logit,baseline,original,[ 5.191687  -7.8934793 27.096401 ]
deeplift,npi,logit,baseline,original,[ 1.7834733 -9.566226  -6.150465  21.793718 ]
deeplift,npi,logit,baseline,original,[-6.3404856  -4.782917    0.15774679  9.986567  ]
deeplift,npi,logit,baseline,original,[ 0.36830544 22.571537  ]
deeplift,npi,logit,baseline,original,[ 8.561073 11.714271]
deeplift,npi,logit,baseline,original,[-1.4921529  0.5080114  6.3798695  9.412682 ]
deeplift,npi,logit,baseline,original,[ 1.2042353 -7.383703  19.989193 ]
deeplift,npi,logit,baseline,original,[ 5.0298576 -5.126197  23.590193 ]
deeplift,npi,logit,baseline,original,[-3.217767  -4.1348243 -1.9019108  4.560004   9.132693 ]
deeplift,npi,logit,baseline,original,[  2.9353738 -10.814362   19.17645  ]
deeplift,npi,logit,baseline,original,[-3.012723  -5.1595874 -1.8680117  4.2685757 18.694214 ]
deeplift,npi,logit,baseline,original,[ 0.64354527 -9.397164   -6.5371366  21.597366  ]
deeplift,npi,logit,baseline,original,[ 2.471883 23.81886 ]
deeplift,npi,logit,baseline,original,[-2.7686186  3.2842197 16.272564 ]
deeplift,npi,logit,baseline,original,[-3.9869924 -6.9269943 29.708948 ]
deeplift,npi,logit,baseline,original,[-6.9270964 -3.3793652 -0.7914347 12.492355 ]
deeplift,npi,logit,baseline,original,[-4.8645124  -0.28576267 35.162437  ]
deeplift,npi,logit,baseline,original,[10.616696  -7.8579354 17.5931     1.208732 ]
deeplift,npi,logit,baseline,original,[ 3.2180383  -3.114727   -2.6186206  -0.72677505 12.1420765 ]
deeplift,npi,logit,baseline,original,[ 4.2263584  4.614595  26.284958 ]
deeplift,npi,logit,baseline,original,[ 0.5379313  1.4906523 15.967196 ]
deeplift,npi,logit,baseline,original,[12.200719  -4.5260696 27.274168 ]
deeplift,npi,logit,baseline,original,[ 0.4767039 -3.1196868 -0.8848853  1.5553348 -5.3002334 18.814196 ]
deeplift,npi,logit,baseline,original,[ 7.644563  -1.0081539 23.8973   ]
deeplift,npi,logit,baseline,original,[-2.0104866 26.744862 ]
deeplift,npi,logit,baseline,original,[ 4.393166    0.32348427 32.78095   ]
deeplift,npi,logit,baseline,original,[-5.7736354   0.19000798 -1.1715486  10.032019  ]
deeplift,npi,logit,baseline,original,[ 8.168001 34.52857 ]
deeplift,npi,logit,baseline,original,[-17.468475   -2.5329962  22.122051 ]
deeplift,npi,logit,baseline,original,[-6.6201434  2.2058418  6.980125 ]
deeplift,npi,logit,baseline,original,[ 3.07937  -9.273481 10.364599]
deeplift,npi,logit,baseline,original,[-1.2905114 -4.982688  -3.8157563  9.364562  10.738926 ]
deeplift,npi,logit,baseline,original,[14.476558 18.66795 ]
deeplift,npi,logit,baseline,original,[ 4.9003706  2.5477843 21.845524 ]
deeplift,npi,logit,baseline,original,[ 0.7108419 -3.6107755 -1.1196787 12.568287 ]
deeplift,npi,logit,baseline,original,[-3.3018272 -3.3586562 -1.4395295 13.553845 ]
deeplift,npi,logit,baseline,original,[ 2.5916765  -3.797349   -1.8481303  -0.02325203 18.61858   ]
deeplift,npi,logit,baseline,original,[16.691656 24.497883]
deeplift,npi,logit,baseline,original,[12.562635 20.58779 ]
deeplift,npi,logit,baseline,original,[2.1350007 6.4072394]
deeplift,npi,logit,baseline,original,[16.407091 10.00622 ]
deeplift,npi,logit,baseline,original,[ 2.2541516 -5.706014   4.490952  20.110857 ]
deeplift,npi,logit,baseline,original,[13.019984 26.919804]
deeplift,npi,logit,baseline,original,[-2.162437 25.856178]
deeplift,npi,logit,baseline,original,[ 9.5726595 13.967561 ]
deeplift,npi,logit,baseline,original,[ 4.9808674  7.4251075 -2.726126 ]
deeplift,npi,logit,baseline,original,[ 0.6791679 -3.194888  28.813675 ]
deeplift,npi,logit,baseline,original,[-2.1616697 20.684008 ]
deeplift,npi,logit,baseline,original,[ 4.7910414 -5.4645915 15.465385 ]
deeplift,npi,logit,baseline,original,[ 0.36830544 22.571537  ]
deeplift,npi,logit,baseline,original,[-1.6745707 -2.9261823 23.11637  ]
deeplift,npi,logit,baseline,original,[-7.536869  -2.8542116 16.370153 ]
deeplift,npi,logit,baseline,original,[-5.3153386 21.955439 ]
deeplift,npi,logit,baseline,original,[-1.7209711 -3.26409    6.3781967 10.915081 ]
deeplift,npi,logit,baseline,original,[-12.52897   -5.668091  11.522371]
deeplift,npi,logit,baseline,original,[ 3.2881556  -1.261903    1.7607974   0.48388147  0.82207453 10.459232  ]
deeplift,npi,logit,baseline,original,[-3.1274085 -4.736807   2.5159752 10.388537 ]
deeplift,npi,logit,baseline,original,[15.301004   6.2818065 11.294299 ]
deeplift,npi,logit,baseline,original,[-2.9165878 -5.4309206 27.39426  ]
deeplift,npi,logit,baseline,original,[-3.0660038 -2.3747306 20.093372 ]
deeplift,npi,logit,baseline,original,[-2.92385     0.70067465 15.863992  ]
deeplift,npi,logit,baseline,original,[ 9.520042 -8.569069 21.144238]
deeplift,npi,logit,baseline,original,[-1.6891141 20.683695 ]
deeplift,npi,logit,baseline,original,[ 7.484468 35.10387 ]
deeplift,npi,logit,baseline,original,[ 2.848238  4.919226 14.186802]
deeplift,npi,logit,baseline,original,[ 6.7861676 -5.117143  27.49393  ]
deeplift,npi,logit,baseline,original,[ 1.9876999 -2.4229517 34.969    ]
deeplift,npi,logit,baseline,original,[-1.1190103 -1.8335631 13.157831 ]
deeplift,npi,logit,baseline,original,[ 2.7559454  2.697716  17.282467 ]
deeplift,npi,logit,baseline,original,[-6.6201434  2.2058418  6.980125 ]
deeplift,npi,logit,baseline,original,[-0.02154619 -8.531773    6.483801    7.8206882 ]
deeplift,npi,logit,baseline,original,[-0.81214786  1.7600808  11.758537  ]
deeplift,npi,logit,baseline,original,[-3.0467153 -3.5848875 19.770836 ]
deeplift,npi,logit,baseline,original,[ 5.1502147 -1.4572785  6.2791967  7.0191903]
deeplift,npi,logit,baseline,original,[ 3.2853067  -0.28332734 23.693985  ]
deeplift,npi,logit,baseline,original,[ 0.7970387 -5.6198225 -1.9800804 14.78138  ]
deeplift,npi,logit,baseline,original,[ -2.5922718 -10.390159   -1.1249248  12.62296  ]
